epoch,step,train_loss,val_loss
0,9,0.5883933305740356,
0,19,0.48491597175598145,
0,29,0.49888697266578674,
0,39,0.415097177028656,
0,49,0.43478935956954956,
0,59,0.42288240790367126,
0,69,0.4495641887187958,
0,79,0.38654255867004395,
0,89,0.4201427698135376,
0,99,0.32549628615379333,
0,109,0.3992736041545868,
0,119,0.353154718875885,
0,129,0.27620929479599,
0,139,0.30048316717147827,
0,149,0.3895180821418762,
0,159,0.23603856563568115,
0,169,0.26414427161216736,
0,179,0.2709193229675293,
0,189,0.3596653342247009,
0,199,0.28895407915115356,
0,209,0.29606929421424866,
0,219,0.25531676411628723,
0,229,0.3033682107925415,
0,239,0.2545895576477051,
0,249,0.2504163384437561,
0,259,0.27258336544036865,
0,269,0.2176024615764618,
0,279,0.21108758449554443,
0,289,0.20020771026611328,
0,299,0.20823749899864197,
0,309,0.2219788283109665,
0,319,0.25205230712890625,
0,329,0.22848033905029297,
0,339,0.257632851600647,
0,349,0.24058426916599274,
0,359,0.28648120164871216,
0,369,0.2385304570198059,
0,379,0.2581031918525696,
0,389,0.18291914463043213,
0,399,0.20245465636253357,
0,409,0.23135550320148468,
0,419,0.2129337191581726,
0,429,0.23496854305267334,
0,439,0.24518193304538727,
0,449,0.22486861050128937,
0,459,0.23493772745132446,
0,469,0.22530940175056458,
0,479,0.20439687371253967,
0,489,0.16984756290912628,
0,499,0.1369071900844574,
0,509,0.20695674419403076,
0,519,0.24978312849998474,
0,529,0.21245935559272766,
0,539,0.2639191448688507,
0,549,0.16980420053005219,
0,559,0.20966629683971405,
0,569,0.22691790759563446,
0,579,0.21920615434646606,
0,589,0.22331732511520386,
0,599,0.16385020315647125,
0,609,0.17641910910606384,
0,619,0.2715882360935211,
0,629,0.1802424043416977,
0,639,0.15903128683567047,
0,649,0.21942900121212006,
0,659,0.23431847989559174,
0,669,0.21153829991817474,
0,679,0.2179286926984787,
0,689,0.20286878943443298,
0,699,0.21880501508712769,
0,709,0.17665308713912964,
0,719,0.2045697122812271,
0,729,0.23756325244903564,
0,739,0.210545614361763,
0,749,0.20944789052009583,
0,759,0.20563681423664093,
0,769,0.23025032877922058,
0,779,0.2006688266992569,
0,789,0.19088268280029297,
0,799,0.20575055480003357,
0,809,0.21289551258087158,
0,819,0.20833757519721985,
0,829,0.19718080759048462,
0,839,0.21494409441947937,
0,849,0.1833421289920807,
0,859,0.25800928473472595,
0,869,0.20387250185012817,
0,879,0.2009676694869995,
0,889,0.25077420473098755,
0,899,0.1775752604007721,
0,909,0.1953187882900238,
0,919,0.22270016372203827,
0,929,0.18807731568813324,
0,939,0.20357966423034668,
0,949,0.2139526605606079,
0,959,0.20085649192333221,
0,969,0.16151012480258942,
0,979,0.22542701661586761,
